"Accession"	"Description"	"Gene"	"Uniprot"	"Family"	"Score"	"Coverage"	"X..Proteins"	"X..Unique.Peptides"	"X..Peptides"	"X..PSMs"	"Area"	"X..AAs"	"MW..kDa."	"calc..pI"	"cellLine"	"replicate"	"referenceSample"	"refSampleReplicate"	"ratio"	"variability"	"count"	"condition"	"log2ratio"
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	1	"Syn1"	1	0.56	37.1	83	"Syn5_1/Syn1_1"	-0.83650126771712
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	1	"Syn1"	2	0.791	16.7	83	"Syn5_1/Syn1_2"	-0.338250400189295
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	1	"Syn1"	3	0.823	16.7	83	"Syn5_1/Syn1_3"	-0.281035664240461
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	2	"Syn1"	1	0.635	40.6	83	"Syn5_2/Syn1_1"	-0.655171503002559
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	2	"Syn1"	2	0.839	21.1	83	"Syn5_2/Syn1_2"	-0.253257284222264
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	2	"Syn1"	3	0.891	20.8	83	"Syn5_2/Syn1_3"	-0.166502663140165
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	3	"Syn1"	1	0.891	19.6	83	"Syn5_3/Syn1_1"	-0.166502663140165
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	3	"Syn1"	2	1.203	31.8	83	"Syn5_3/Syn1_2"	0.266636642513989
"Q00534"	"Cyclin-dependent kinase 6 OS"	"CDK6"	"CDK6"	"CMGC"	284.92	"65.34%"	6	17	18	117	1.2e+10	326	36.9	6.46	"Syn5"	3	"Syn1"	3	1.353	31	83	"Syn5_3/Syn1_3"	0.43616183931445
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn1"	2	"Syn1"	1	1.031	7.8	40	"Syn1_2/Syn1_1"	0.0440443327060212
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn1"	3	"Syn1"	1	0.494	28.5	40	"Syn1_3/Syn1_1"	-1.01741705307741
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	1	"Syn1"	1	0.528	25.7	40	"Syn5_1/Syn1_1"	-0.921390165303633
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	1	"Syn1"	2	0.71	17.2	40	"Syn5_1/Syn1_2"	-0.494109070270043
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	1	"Syn1"	3	0.816	16.9	40	"Syn5_1/Syn1_3"	-0.293358942690592
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	2	"Syn1"	1	0.527	45.7	40	"Syn5_2/Syn1_1"	-0.924125133024872
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	2	"Syn1"	2	0.75	30.1	40	"Syn5_2/Syn1_2"	-0.415037499278844
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	2	"Syn1"	3	0.813	25	40	"Syn5_2/Syn1_3"	-0.298672742587059
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	3	"Syn1"	1	1.097	23.5	40	"Syn5_3/Syn1_1"	0.133563525741106
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	3	"Syn1"	2	1.463	21.9	40	"Syn5_3/Syn1_2"	0.5489297694764
"Q00535"	"Cyclin-dependent kinase 5 OS"	"CDK5"	"CDK5"	"CMGC"	164.23	"51.03%"	6	12	14	61	1.58e+10	292	33.3	7.66	"Syn5"	3	"Syn1"	3	1.679	29.5	40	"Syn5_3/Syn1_3"	0.747602230274943
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn1"	2	"Syn1"	1	0.972	13.6	25	"Syn1_2/Syn1_1"	-0.0409717810563062
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn1"	3	"Syn1"	1	0.759	21.5	25	"Syn1_3/Syn1_1"	-0.397828209246621
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	1	"Syn1"	1	0.86	20.4	25	"Syn5_1/Syn1_1"	-0.217591435072627
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	1	"Syn1"	2	0.716	21.4	25	"Syn5_1/Syn1_2"	-0.481968507397831
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	1	"Syn1"	3	1.1	14.1	25	"Syn5_1/Syn1_3"	0.137503523749935
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	2	"Syn1"	1	0.867	18.2	25	"Syn5_2/Syn1_1"	-0.205896101440252
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	2	"Syn1"	2	0.72	22.6	25	"Syn5_2/Syn1_2"	-0.473931188332412
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	2	"Syn1"	3	1.073	11.9	25	"Syn5_2/Syn1_3"	0.101650076094435
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	3	"Syn1"	1	1.132	15.4	25	"Syn5_3/Syn1_1"	0.178873958169795
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	3	"Syn1"	2	0.942	24.7	25	"Syn5_3/Syn1_2"	-0.0862010350493039
"Q00536"	"Cyclin-dependent kinase 16 OS"	"CDK16"	"CDK16"	"CMGC"	138.17	"53.63%"	20	17	24	54	8.48e+09	496	55.7	7.62	"Syn5"	3	"Syn1"	3	1.472	18.3	25	"Syn5_3/Syn1_3"	0.557777671394926
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn1"	2	"Syn1"	1	1.172	10	38	"Syn1_2/Syn1_1"	0.228972569760161
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn1"	3	"Syn1"	1	0.814	18.8	38	"Syn1_3/Syn1_1"	-0.29689930039584
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	1	"Syn1"	1	0.952	16.9	38	"Syn5_1/Syn1_1"	-0.0709665213541436
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	1	"Syn1"	2	0.853	18	38	"Syn5_1/Syn1_2"	-0.229382353343797
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	1	"Syn1"	3	1.204	13.6	38	"Syn5_1/Syn1_3"	0.267835392097615
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	2	"Syn1"	1	0.837	22.8	38	"Syn5_2/Syn1_1"	-0.256700472111743
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	2	"Syn1"	2	0.744	21.4	38	"Syn5_2/Syn1_2"	-0.426625473554056
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	2	"Syn1"	3	0.993	14.8	38	"Syn5_2/Syn1_3"	-0.0101343771337132
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	3	"Syn1"	1	1.188	17.1	38	"Syn5_3/Syn1_1"	0.248534836138679
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	3	"Syn1"	2	0.994	16.8	38	"Syn5_3/Syn1_2"	-0.00868224309980088
"Q00537"	"Cyclin-dependent kinase 17 OS"	"CDK17"	"CDK17"	"CMGC"	168.32	"49.90%"	13	19	26	69	8.58e+09	523	59.5	9.03	"Syn5"	3	"Syn1"	3	1.509	22.8	38	"Syn5_3/Syn1_3"	0.593592805864596
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn1"	2	"Syn1"	1	0.896	24.7	16	"Syn1_2/Syn1_1"	-0.158429362604483
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn1"	3	"Syn1"	1	1.149	26.4	16	"Syn1_3/Syn1_1"	0.200378797984026
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	1	"Syn1"	1	1.227	23.5	16	"Syn5_1/Syn1_1"	0.295135249000818
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	1	"Syn1"	2	1.206	14.5	16	"Syn5_1/Syn1_2"	0.270229907237998
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	1	"Syn1"	3	1.093	16.8	16	"Syn5_1/Syn1_3"	0.128293401009818
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	2	"Syn1"	1	1.517	31.2	16	"Syn5_2/Syn1_1"	0.601221085584946
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	2	"Syn1"	2	1.253	30.9	16	"Syn5_2/Syn1_2"	0.325386414659773
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	2	"Syn1"	3	1.239	22.8	16	"Syn5_2/Syn1_3"	0.309176187478515
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	3	"Syn1"	1	1.028	29.1	16	"Syn5_3/Syn1_1"	0.0398402645317911
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	3	"Syn1"	2	0.968	22	16	"Syn5_3/Syn1_2"	-0.0469210473874926
"Q01813"	"6-phosphofructokinase type C OS"	"PFKP"	"K6PP"	"Metabolic"	44.05	"21.81%"	9	14	14	20	1.52e+08	784	85.5	7.55	"Syn5"	3	"Syn1"	3	0.958	14.8	16	"Syn5_3/Syn1_3"	-0.0619024389259069
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn1"	2	"Syn1"	1	0.955	22.5	7	"Syn1_2/Syn1_1"	-0.0664273617389761
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn1"	3	"Syn1"	1	1.069	5.1	7	"Syn1_3/Syn1_1"	0.0962618530584035
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	1	"Syn1"	1	1.031	11.8	7	"Syn5_1/Syn1_1"	0.0440443327060212
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	1	"Syn1"	2	1.074	5.1	7	"Syn5_1/Syn1_2"	0.102993993323326
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	1	"Syn1"	3	1.13	13	7	"Syn5_1/Syn1_3"	0.176322772640463
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	2	"Syn1"	1	1.084	24.7	7	"Syn5_2/Syn1_1"	0.116364756691785
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	2	"Syn1"	2	1.151	38.5	7	"Syn5_2/Syn1_2"	0.202887833470143
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	2	"Syn1"	3	1.235	9.6	7	"Syn5_2/Syn1_3"	0.304511041809953
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	3	"Syn1"	1	0.971	11.1	7	"Syn5_3/Syn1_1"	-0.0424567992428948
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	3	"Syn1"	2	1.035	4.3	7	"Syn5_3/Syn1_2"	0.0496307677246004
"Q02156"	"Protein kinase C epsilon type OS"	"PRKCE"	"KPCE"	"AGC"	30.17	"15.74%"	10	9	12	15	1.04e+09	737	83.6	7.12	"Syn5"	3	"Syn1"	3	1.026	19.1	7	"Syn5_3/Syn1_3"	0.037030730944967
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn1"	2	"Syn1"	1	1.058	19.6	19	"Syn1_2/Syn1_1"	0.0813396274519388
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn1"	3	"Syn1"	1	0.933	18.1	19	"Syn1_3/Syn1_1"	-0.100051013810328
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	1	"Syn1"	1	0.967	33.8	19	"Syn5_1/Syn1_1"	-0.0484122051852459
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	1	"Syn1"	2	0.749	17.1	19	"Syn5_1/Syn1_2"	-0.416962376203336
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	1	"Syn1"	3	1.027	17.5	19	"Syn5_1/Syn1_3"	0.0384361816561079
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	2	"Syn1"	1	0.867	33.4	19	"Syn5_2/Syn1_1"	-0.205896101440252
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	2	"Syn1"	2	0.717	17.9	19	"Syn5_2/Syn1_2"	-0.479954975960182
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	2	"Syn1"	3	0.954	20.6	19	"Syn5_2/Syn1_3"	-0.0679388286565756
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	3	"Syn1"	1	1.02	30.2	19	"Syn5_3/Syn1_1"	0.0285691521967709
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	3	"Syn1"	2	0.781	19.6	19	"Syn5_3/Syn1_2"	-0.356605546520108
"Q02750"	"Dual specificity mitogen-activated protein kinase kinase 1 OS"	"MAP2K1"	"MP2K1"	"STE"	114.53	"54.71%"	2	12	17	52	2.52e+09	393	43.4	6.62	"Syn5"	3	"Syn1"	3	1.18	11.6	19	"Syn5_3/Syn1_3"	0.238786859587116
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn1"	2	"Syn1"	1	1.162	NA	1	"Syn1_2/Syn1_1"	0.216610068742442
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn1"	3	"Syn1"	1	0.716	NA	1	"Syn1_3/Syn1_1"	-0.481968507397831
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	1	"Syn1"	1	0.522	NA	1	"Syn5_1/Syn1_1"	-0.937878288092203
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	1	"Syn1"	2	0.552	NA	1	"Syn5_1/Syn1_2"	-0.857259827883918
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	1	"Syn1"	3	0.663	NA	1	"Syn5_1/Syn1_3"	-0.592919224549499
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	2	"Syn1"	1	0.439	NA	1	"Syn5_2/Syn1_1"	-1.18770715512673
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	2	"Syn1"	2	0.47	NA	1	"Syn5_2/Syn1_2"	-1.08926733809709
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	2	"Syn1"	3	0.548	NA	1	"Syn5_2/Syn1_3"	-0.86775220170156
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	3	"Syn1"	1	0.737	NA	1	"Syn5_3/Syn1_1"	-0.440263475567017
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	3	"Syn1"	2	0.774	NA	1	"Syn5_3/Syn1_2"	-0.369594528517677
"Q02779"	"Mitogen-activated protein kinase kinase kinase 10 OS"	"MAP3K10"	"M3K10"	"STE"	6	"1.47%"	1	1	2	4	3.79e+08	954	103.6	7.01	"Syn5"	3	"Syn1"	3	0.955	NA	1	"Syn5_3/Syn1_3"	-0.0664273617389761
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn1"	2	"Syn1"	1	1.023	14.5	30	"Syn1_2/Syn1_1"	0.0328061450832415
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn1"	3	"Syn1"	1	0.899	16.4	30	"Syn1_3/Syn1_1"	-0.15360697914764
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	1	"Syn1"	1	1.029	22.6	30	"Syn5_1/Syn1_1"	0.0412429822318813
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	1	"Syn1"	2	0.881	17.5	30	"Syn5_1/Syn1_2"	-0.182786075741673
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	1	"Syn1"	3	1.111	12.7	30	"Syn5_1/Syn1_3"	0.151858816727005
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	2	"Syn1"	1	0.811	31.3	30	"Syn5_2/Syn1_1"	-0.302226180444814
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	2	"Syn1"	2	0.797	21.2	30	"Syn5_2/Syn1_2"	-0.327348370671615
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	2	"Syn1"	3	1.03	15	30	"Syn5_2/Syn1_3"	0.0426443374084937
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	3	"Syn1"	1	1.031	18.3	30	"Syn5_3/Syn1_1"	0.0440443327060212
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	3	"Syn1"	2	0.937	14.8	30	"Syn5_3/Syn1_2"	-0.0938790470029001
"Q04771"	"Activin receptor type-1 OS"	"ACVR1"	"ACVR1"	"TKL"	83.84	"32.81%"	2	12	12	36	4e+09	509	57.1	7.33	"Syn5"	3	"Syn1"	3	1.36	17.5	30	"Syn5_3/Syn1_3"	0.443606651475615
"Q05655"	"Protein kinase C delta type OS"	"PRKCD"	"KPCD"	"AGC"	42.52	"22.63%"	5	13	14	19	1.08e+09	676	77.5	7.75	"Syn1"	2	"Syn1"	1	1.04	13	11	"Syn1_2/Syn1_1"	0.0565835283663675
"Q05655"	"Protein kinase C delta type OS"	"PRKCD"	"KPCD"	"AGC"	42.52	"22.63%"	5	13	14	19	1.08e+09	676	77.5	7.75	"Syn1"	3	"Syn1"	1	1.052	39.4	11	"Syn1_3/Syn1_1"	0.0731347046302154
"Q05655"	"Protein kinase C delta type OS"	"PRKCD"	"KPCD"	"AGC"	42.52	"22.63%"	5	13	14	19	1.08e+09	676	77.5	7.75	"Syn5"	1	"Syn1"	1	0.975	82.4	11	"Syn5_1/Syn1_1"	-0.036525876025114
"Q05655"	"Protein kinase C delta type OS"	"PRKCD"	"KPCD"	"AGC"	42.52	"22.63%"	5	13	14	19	1.08e+09	676	77.5	7.75	"Syn5"	1	"Syn1"	2	1.062	25.6	11	"Syn5_1/Syn1_2"	0.0867837661420666
